PORT_TYPE,EVSE_ZIP,SESSION_START_DATE,SESSION_START_TIME,SESSION_LENGTH,ENERGY,SUBLAP,LAT,LON
1,11,12/22/13,7:59,2.319202,1.776900587,LAP2,40.782878,-80.527821
3,2,12/1/13,3:46,6.232112,1.900733461,LAP1,40.476938,-80.381297
3,6,12/7/13,5:47,6.01447,2.145713744,LAP2,41.088805,-80.651918
3,9,12/3/13,20:20,4.854794,1.706748234,LAP2,40.605104,-80.061551
2,9,12/11/13,18:29,9.412004,2.661545222,LAP2,40.605104,-80.061551
2,2,12/7/13,15:39,2.480842,1.135089467,LAP1,40.476938,-80.381297
2,3,12/14/13,13:02,0.385535,0.118700966,LAP1,40.82405,-80.70807
3,12,12/1/13,16:30,1.102698,1.518034951,LAP2,40.666304,-80.69382
1,7,12/28/13,11:04,5.226355,2.963994578,LAP2,41.197179,-80.218578
1,3,12/8/13,20:06,1.220624,1.84822311,LAP1,40.82405,-80.70807
2,10,12/28/13,2:58,0.976377,2.162445296,LAP2,40.940856,-80.902297
2,12,12/29/13,21:47,1.97188,1.786913579,LAP2,40.666304,-80.69382
3,5,12/21/13,23:22,13.337871,4.046828156,LAP1,40.932256,-80.388139
1,11,12/28/13,9:26,4.173519,1.789566228,LAP2,40.782878,-80.527821
1,3,12/1/13,18:23,11.545819,3.432277047,LAP1,40.82405,-80.70807
1,14,12/4/13,5:12,1.085083,0.727115037,LAP2,41.141569,-80.833456
1,9,12/19/13,21:34,5.596273,1.484991903,LAP2,40.605104,-80.061551
2,12,12/11/13,13:07,5.619094,1.961366765,LAP2,40.666304,-80.69382
1,14,12/21/13,3:56,2.790575,1.022526476,LAP2,41.141569,-80.833456
3,5,12/3/13,1:19,3.081317,1.017731418,LAP1,40.932256,-80.388139
1,6,12/26/13,19:07,2.360624,1.118417919,LAP2,41.088805,-80.651918
2,11,12/18/13,22:50,4.419978,0.995483379,LAP2,40.782878,-80.527821
1,3,12/2/13,4:09,1.66825,1.649775939,LAP1,40.82405,-80.70807
3,4,12/30/13,1:35,5.468788,1.693809168,LAP1,41.237692,-80.129426
2,7,12/10/13,20:32,10.619844,3.68778269,LAP2,41.197179,-80.218578
2,10,12/8/13,8:40,0.630577,2.020569214,LAP2,40.940856,-80.902297
3,8,12/28/13,2:25,1.469518,1.709891021,LAP2,41.122195,-80.597651
3,7,12/11/13,9:38,1.121755,1.379115352,LAP2,41.197179,-80.218578
2,4,12/15/13,1:12,0.304283,0.732400025,LAP1,41.237692,-80.129426
3,14,12/12/13,4:39,6.329226,2.476282869,LAP2,41.141569,-80.833456
3,11,12/14/13,2:14,5.912076,3.179439187,LAP2,40.782878,-80.527821
3,6,12/28/13,19:32,9.76616,3.666057854,LAP2,41.088805,-80.651918
3,6,12/18/13,10:36,10.404805,3.515918591,LAP2,41.088805,-80.651918
1,2,12/6/13,22:51,8.514376,2.484691571,LAP1,40.476938,-80.381297
2,2,12/17/13,15:04,5.824863,2.010395528,LAP1,40.476938,-80.381297
2,6,12/20/13,4:42,14.65605,3.530941282,LAP2,41.088805,-80.651918
3,13,12/3/13,8:02,0.090534,1.539365481,LAP2,40.697587,-80.44851
2,4,12/1/13,2:22,3.555281,1.593916132,LAP1,41.237692,-80.129426
1,12,12/13/13,2:56,0.6081,0.962696429,LAP2,40.666304,-80.69382
1,13,12/6/13,16:15,5.730545,2.742504545,LAP2,40.697587,-80.44851
1,8,12/23/13,15:39,3.390625,1.180405664,LAP2,41.122195,-80.597651
1,12,12/16/13,21:00,3.486028,1.925696616,LAP2,40.666304,-80.69382
2,7,12/4/13,14:04,4.439046,2.45561787,LAP2,41.197179,-80.218578
2,6,12/17/13,8:10,14.429824,3.291553707,LAP2,41.088805,-80.651918
3,2,12/30/13,18:45,1.731411,2.168602761,LAP1,40.476938,-80.381297
1,13,12/1/13,7:51,7.839429,2.924454633,LAP2,40.697587,-80.44851
1,12,12/8/13,14:33,3.601374,1.948592193,LAP2,40.666304,-80.69382
3,6,12/19/13,14:50,5.78292,1.748153612,LAP2,41.088805,-80.651918
3,4,12/8/13,6:41,2.621506,1.218420621,LAP1,41.237692,-80.129426
2,4,12/24/13,17:08,1.768846,1.45429866,LAP1,41.237692,-80.129426
2,10,12/17/13,22:56,3.74755,0.850481358,LAP2,40.940856,-80.902297
1,13,12/22/13,3:17,0.910375,0.960808821,LAP2,40.697587,-80.44851
3,3,12/15/13,4:08,0.424826,0.686570847,LAP1,40.82405,-80.70807
2,13,12/20/13,23:44,15.231889,4.832196131,LAP2,40.697587,-80.44851
1,11,12/20/13,3:08,1.756553,1.643990076,LAP2,40.782878,-80.527821
2,11,12/24/13,21:17,1.715919,1.690095534,LAP2,40.782878,-80.527821
1,3,12/3/13,2:02,5.971288,1.806250601,LAP1,40.82405,-80.70807
3,11,12/28/13,4:54,4.245005,0.918531311,LAP2,40.782878,-80.527821
1,3,12/1/13,3:08,1.97778,0.57076083,LAP1,40.82405,-80.70807
2,4,12/29/13,16:09,3.472281,1.613142415,LAP1,41.237692,-80.129426
2,4,12/15/13,15:11,5.460363,2.127768747,LAP1,41.237692,-80.129426
2,1,12/30/13,12:53,12.293993,3.705292352,LAP1,40.759591,-80.892775
1,11,12/31/13,10:52,3.057465,2.418209687,LAP2,40.782878,-80.527821
1,9,12/21/13,14:09,0.074426,1.453058315,LAP2,40.605104,-80.061551
1,12,12/15/13,2:14,9.075878,2.524576204,LAP2,40.666304,-80.69382
3,3,12/11/13,23:10,3.834557,1.957946016,LAP1,40.82405,-80.70807
3,10,12/25/13,22:35,2.915339,0.797970492,LAP2,40.940856,-80.902297
3,6,12/26/13,22:17,4.765571,1.048993782,LAP2,41.088805,-80.651918
2,1,12/16/13,9:05,3.757135,2.178898807,LAP1,40.759591,-80.892775
2,1,12/31/13,13:37,7.361452,3.388506792,LAP1,40.759591,-80.892775
2,13,12/3/13,7:06,10.263501,2.754473428,LAP2,40.697587,-80.44851
1,8,12/20/13,14:33,0.585724,0.203417898,LAP2,41.122195,-80.597651
3,3,12/12/13,16:30,16.334649,5.112744397,LAP1,40.82405,-80.70807
2,8,12/9/13,4:36,6.364248,1.371908873,LAP2,41.122195,-80.597651
2,12,12/6/13,20:38,0.862731,0.211127086,LAP2,40.666304,-80.69382
2,10,12/15/13,20:43,5.133858,1.371460054,LAP2,40.940856,-80.902297
2,3,12/7/13,17:19,7.751901,3.548372708,LAP1,40.82405,-80.70807
1,13,12/9/13,2:35,3.151964,1.930118668,LAP2,40.697587,-80.44851
3,4,12/25/13,12:03,3.583675,1.23331713,LAP1,41.237692,-80.129426
2,14,12/13/13,11:51,4.873088,2.121898272,LAP2,41.141569,-80.833456
3,13,12/22/13,22:37,9.460199,2.392994699,LAP2,40.697587,-80.44851
2,3,12/16/13,18:34,0.510301,1.382640983,LAP1,40.82405,-80.70807
1,10,12/15/13,4:52,1.435183,1.831083977,LAP2,40.940856,-80.902297
1,2,12/26/13,20:33,3.96592,1.712213591,LAP1,40.476938,-80.381297
3,13,12/7/13,8:55,6.052445,1.488526599,LAP2,40.697587,-80.44851
3,7,12/15/13,2:12,3.246388,0.733040954,LAP2,41.197179,-80.218578
1,14,12/27/13,4:31,9.91778,2.601142692,LAP2,41.141569,-80.833456
2,8,12/31/13,15:02,5.439897,2.858261612,LAP2,41.122195,-80.597651
1,2,12/29/13,14:43,1.671609,2.013799067,LAP1,40.476938,-80.381297
1,2,12/24/13,15:11,11.356727,3.187454908,LAP1,40.476938,-80.381297
1,3,12/19/13,11:42,12.599462,3.585464278,LAP1,40.82405,-80.70807
3,1,12/18/13,14:57,5.351908,2.972701177,LAP1,40.759591,-80.892775
1,8,12/4/13,15:32,2.108339,1.735364964,LAP2,41.122195,-80.597651
3,4,12/28/13,7:05,3.378598,1.854883041,LAP1,41.237692,-80.129426
2,14,12/6/13,18:36,3.783384,2.010394485,LAP2,41.141569,-80.833456
2,3,12/20/13,1:02,1.939431,0.731546235,LAP1,40.82405,-80.70807
3,7,12/12/13,16:01,1.956328,1.572438486,LAP2,41.197179,-80.218578
1,5,12/16/13,11:13,13.248722,2.855523267,LAP1,40.932256,-80.388139
1,9,12/29/13,14:22,9.562861,1.96490379,LAP2,40.605104,-80.061551
1,7,12/31/13,19:41,4.237467,1.167502181,LAP2,41.197179,-80.218578
2,6,12/4/13,13:47,12.312239,4.154666519,LAP2,41.088805,-80.651918
3,8,12/28/13,15:09,9.104225,2.016535994,LAP2,41.122195,-80.597651
1,3,12/21/13,13:19,6.834823,1.427824985,LAP1,40.82405,-80.70807
1,11,12/18/13,5:58,9.010003,2.581070942,LAP2,40.782878,-80.527821
2,7,12/19/13,2:34,5.191402,1.658135239,LAP2,41.197179,-80.218578
1,10,12/2/13,6:00,9.903508,3.932124334,LAP2,40.940856,-80.902297
3,7,12/19/13,17:24,2.611774,2.253601227,LAP2,41.197179,-80.218578
1,8,12/25/13,2:03,5.616987,2.136555904,LAP2,41.122195,-80.597651
3,1,12/2/13,2:41,6.063247,1.759742648,LAP1,40.759591,-80.892775
3,1,12/8/13,15:37,6.816674,2.310307467,LAP1,40.759591,-80.892775
1,2,12/6/13,2:40,2.259889,2.02145081,LAP1,40.476938,-80.381297
1,3,12/4/13,14:30,6.179864,1.65698777,LAP1,40.82405,-80.70807
2,9,12/25/13,23:20,8.690167,2.623910878,LAP2,40.605104,-80.061551
2,13,12/17/13,22:41,6.936202,1.878417048,LAP2,40.697587,-80.44851
3,3,12/19/13,17:56,6.039692,2.694837352,LAP1,40.82405,-80.70807
3,13,12/20/13,4:40,0.92349,2.145871069,LAP2,40.697587,-80.44851
2,5,12/28/13,3:03,0.562178,1.86063122,LAP1,40.932256,-80.388139
3,14,12/8/13,22:35,3.988259,2.688740289,LAP2,41.141569,-80.833456
3,3,12/8/13,5:13,1.641109,1.336114419,LAP1,40.82405,-80.70807
1,12,12/13/13,6:03,1.652303,0.424365725,LAP2,40.666304,-80.69382
1,7,12/24/13,21:53,1.538577,0.782332261,LAP2,41.197179,-80.218578
1,2,12/19/13,6:27,9.468735,2.89107488,LAP1,40.476938,-80.381297
3,10,12/21/13,14:46,3.366923,1.625121585,LAP2,40.940856,-80.902297
2,8,12/24/13,2:51,2.614387,0.724886299,LAP2,41.122195,-80.597651
2,7,12/14/13,1:05,5.940641,1.525291764,LAP2,41.197179,-80.218578
2,3,12/6/13,2:00,7.156384,1.775199351,LAP1,40.82405,-80.70807
3,1,12/18/13,22:15,2.47982,1.586664808,LAP1,40.759591,-80.892775
3,10,12/20/13,7:04,6.556171,2.064557371,LAP2,40.940856,-80.902297
1,3,12/29/13,12:01,2.843313,2.113392399,LAP1,40.82405,-80.70807
1,11,12/5/13,17:39,12.431924,3.347086294,LAP2,40.782878,-80.527821
3,7,12/23/13,1:36,1.727023,0.967913426,LAP2,41.197179,-80.218578
1,11,12/29/13,9:12,3.646013,2.22173224,LAP2,40.782878,-80.527821
3,4,12/13/13,14:55,1.238781,1.959559699,LAP1,41.237692,-80.129426
2,13,12/24/13,10:26,3.594757,1.585803453,LAP2,40.697587,-80.44851
3,6,12/30/13,3:30,2.904986,2.073627715,LAP2,41.088805,-80.651918
1,10,12/6/13,8:59,1.573561,1.950775711,LAP2,40.940856,-80.902297
2,11,12/24/13,22:29,2.017957,0.854152741,LAP2,40.782878,-80.527821
1,11,12/9/13,22:32,13.66872,4.043350434,LAP2,40.782878,-80.527821
3,13,12/22/13,15:22,3.174258,1.81157415,LAP2,40.697587,-80.44851
2,1,12/25/13,6:39,7.300852,3.217466799,LAP1,40.759591,-80.892775
1,2,12/22/13,14:45,7.967469,3.218270213,LAP1,40.476938,-80.381297
1,5,12/8/13,10:44,14.332924,3.446152981,LAP1,40.932256,-80.388139
2,8,12/27/13,8:36,0.180761,1.460609103,LAP2,41.122195,-80.597651
3,9,12/21/13,23:38,2.436085,1.155432158,LAP2,40.605104,-80.061551
1,7,12/29/13,4:30,4.159391,1.226336686,LAP2,41.197179,-80.218578
1,3,12/7/13,14:09,1.518315,0.813217293,LAP1,40.82405,-80.70807
2,13,12/5/13,9:44,6.56182,2.597106979,LAP2,40.697587,-80.44851
1,8,12/8/13,11:43,11.916588,3.028665656,LAP2,41.122195,-80.597651
2,4,12/25/13,22:07,0.319017,0.359914903,LAP1,41.237692,-80.129426
3,7,12/28/13,6:52,10.460681,2.931510684,LAP2,41.197179,-80.218578
2,11,12/18/13,9:53,4.264079,2.146179104,LAP2,40.782878,-80.527821
2,7,12/8/13,14:59,4.696323,0.999920755,LAP2,41.197179,-80.218578
2,9,12/17/13,6:14,3.226501,1.941763412,LAP2,40.605104,-80.061551
1,12,12/2/13,8:03,3.911291,1.1109697,LAP2,40.666304,-80.69382
2,12,12/10/13,11:43,8.570701,2.029016134,LAP2,40.666304,-80.69382
2,10,12/12/13,7:06,0.182634,1.137289242,LAP2,40.940856,-80.902297
2,10,12/6/13,10:51,9.927712,3.447391279,LAP2,40.940856,-80.902297
1,1,12/2/13,17:30,6.394752,2.663457939,LAP1,40.759591,-80.892775
1,12,12/28/13,2:04,8.882326,2.164434684,LAP2,40.666304,-80.69382
1,4,12/1/13,14:03,4.306284,0.88592527,LAP1,41.237692,-80.129426
1,14,12/21/13,9:29,6.909152,2.923265248,LAP2,41.141569,-80.833456
3,4,12/24/13,10:26,6.923431,2.098156982,LAP1,41.237692,-80.129426
3,7,12/26/13,14:59,10.958182,3.482195358,LAP2,41.197179,-80.218578
2,12,12/28/13,9:13,4.314157,2.260723527,LAP2,40.666304,-80.69382
1,3,12/15/13,4:06,7.114896,3.420233906,LAP1,40.82405,-80.70807
3,13,12/14/13,16:12,2.01401,2.283011702,LAP2,40.697587,-80.44851
3,6,12/2/13,20:29,4.730763,2.136632207,LAP2,41.088805,-80.651918
2,3,12/6/13,15:25,0.362328,0.307332153,LAP1,40.82405,-80.70807
1,11,12/7/13,22:37,4.679939,1.497036997,LAP2,40.782878,-80.527821
2,14,12/21/13,12:51,2.672072,1.712351164,LAP2,41.141569,-80.833456
1,7,12/13/13,23:52,9.958423,3.307789242,LAP2,41.197179,-80.218578
2,7,12/23/13,10:11,5.55521,1.207800343,LAP2,41.197179,-80.218578
2,8,12/13/13,1:07,14.249553,3.713472112,LAP2,41.122195,-80.597651
3,9,12/20/13,4:10,9.811409,3.302808731,LAP2,40.605104,-80.061551
1,9,12/11/13,22:46,0.267978,0.497011931,LAP2,40.605104,-80.061551
2,5,12/14/13,20:10,11.080692,3.850341609,LAP1,40.932256,-80.388139
3,8,12/9/13,16:07,9.63296,2.453356446,LAP2,41.122195,-80.597651
1,14,12/29/13,6:36,6.529248,2.178435184,LAP2,41.141569,-80.833456
2,11,12/25/13,22:49,11.970465,3.636726005,LAP2,40.782878,-80.527821
2,8,12/5/13,20:37,6.661554,3.192136655,LAP2,41.122195,-80.597651
2,12,12/28/13,8:50,13.320116,2.949689543,LAP2,40.666304,-80.69382
1,2,12/4/13,19:52,5.256262,1.48934657,LAP1,40.476938,-80.381297
3,4,12/24/13,8:07,9.101827,2.911970982,LAP1,41.237692,-80.129426
3,10,12/3/13,10:04,2.274173,1.157981523,LAP2,40.940856,-80.902297
2,8,12/19/13,21:46,2.852797,1.362820526,LAP2,41.122195,-80.597651
2,10,12/6/13,5:18,2.226103,1.07743565,LAP2,40.940856,-80.902297
1,4,12/4/13,3:08,7.777191,1.867475516,LAP1,41.237692,-80.129426
1,9,12/27/13,22:46,3.529726,1.526205823,LAP2,40.605104,-80.061551
3,5,12/23/13,2:11,3.301353,1.678823954,LAP1,40.932256,-80.388139
3,12,12/29/13,1:02,8.421846,2.265201079,LAP2,40.666304,-80.69382
2,4,12/26/13,18:31,9.541873,2.345654145,LAP1,41.237692,-80.129426
1,5,12/22/13,13:02,9.303307,2.027518339,LAP1,40.932256,-80.388139
2,11,12/14/13,23:42,10.368706,2.175900468,LAP2,40.782878,-80.527821
1,14,12/19/13,8:33,9.615989,3.912194088,LAP2,41.141569,-80.833456
2,7,12/7/13,5:01,0.331592,0.458808156,LAP2,41.197179,-80.218578
1,10,12/23/13,16:31,10.660686,2.98040097,LAP2,40.940856,-80.902297
2,1,12/30/13,5:23,4.47735,2.676698839,LAP1,40.759591,-80.892775
2,10,12/21/13,14:32,1.869926,0.630499489,LAP2,40.940856,-80.902297
3,9,12/22/13,22:17,4.706785,1.46569619,LAP2,40.605104,-80.061551
1,11,12/20/13,17:15,8.621115,2.966628045,LAP2,40.782878,-80.527821
1,14,12/25/13,11:54,9.486252,2.948406133,LAP2,41.141569,-80.833456
1,4,12/16/13,10:26,7.228632,3.381124188,LAP1,41.237692,-80.129426
3,13,12/21/13,7:09,1.488728,0.646351191,LAP2,40.697587,-80.44851
2,8,12/30/13,4:01,10.342868,2.361279835,LAP2,41.122195,-80.597651
1,8,12/9/13,6:12,0.22747,1.941671975,LAP2,41.122195,-80.597651
3,9,12/18/13,3:08,4.563933,2.21740054,LAP2,40.605104,-80.061551
2,6,12/12/13,3:07,4.205368,0.970810494,LAP2,41.088805,-80.651918
3,9,12/10/13,17:00,4.723195,2.621124593,LAP2,40.605104,-80.061551
2,7,12/9/13,20:14,0.055604,0.393026287,LAP2,41.197179,-80.218578
1,12,12/17/13,6:13,2.004291,1.952889772,LAP2,40.666304,-80.69382
1,12,12/17/13,1:54,2.347363,1.591454306,LAP2,40.666304,-80.69382
3,6,12/11/13,20:02,4.407462,1.260403539,LAP2,41.088805,-80.651918
3,7,12/24/13,18:08,3.275352,2.082192616,LAP2,41.197179,-80.218578
2,5,12/21/13,3:18,15.327075,4.829740472,LAP1,40.932256,-80.388139
2,2,12/26/13,17:56,4.044694,1.407425654,LAP1,40.476938,-80.381297
3,14,12/26/13,13:34,3.93965,1.474929567,LAP2,41.141569,-80.833456
1,2,12/19/13,6:03,7.80815,3.521640665,LAP1,40.476938,-80.381297
3,10,12/31/13,7:59,3.817492,1.40959434,LAP2,40.940856,-80.902297
2,4,12/15/13,12:17,1.174146,0.488514342,LAP1,41.237692,-80.129426
2,3,12/13/13,20:27,3.793218,0.859587593,LAP1,40.82405,-80.70807
2,11,12/19/13,14:17,7.94422,2.05268698,LAP2,40.782878,-80.527821
3,11,12/18/13,23:03,0.754344,1.155441509,LAP2,40.782878,-80.527821
2,5,12/23/13,7:16,6.258038,1.555537811,LAP1,40.932256,-80.388139
2,13,12/24/13,22:58,0.652833,1.107151504,LAP2,40.697587,-80.44851
1,11,12/10/13,3:49,6.825347,2.535035122,LAP2,40.782878,-80.527821
3,5,12/12/13,20:37,2.690688,2.423030407,LAP1,40.932256,-80.388139
1,11,12/7/13,12:42,8.439382,1.740509616,LAP2,40.782878,-80.527821
2,5,12/7/13,22:53,2.052901,1.926794143,LAP1,40.932256,-80.388139
1,6,12/20/13,10:08,4.805715,1.867701513,LAP2,41.088805,-80.651918
3,7,12/24/13,8:27,1.930932,2.318746732,LAP2,41.197179,-80.218578
1,5,12/25/13,6:23,4.572583,2.386400012,LAP1,40.932256,-80.388139
1,13,12/12/13,5:11,5.4752,2.368142634,LAP2,40.697587,-80.44851
2,9,12/30/13,10:34,13.063228,2.806806812,LAP2,40.605104,-80.061551
3,5,12/17/13,14:46,2.656438,1.722183782,LAP1,40.932256,-80.388139
3,11,12/7/13,19:15,1.586232,1.489921774,LAP2,40.782878,-80.527821
2,3,12/21/13,6:40,11.182151,3.537957196,LAP1,40.82405,-80.70807
2,2,12/31/13,9:44,4.555315,1.126763614,LAP1,40.476938,-80.381297
3,13,12/19/13,7:09,0.79204,0.569226033,LAP2,40.697587,-80.44851
2,7,12/13/13,2:52,5.204477,2.243255454,LAP2,41.197179,-80.218578
2,10,12/16/13,4:39,1.958753,1.851358377,LAP2,40.940856,-80.902297
1,3,12/29/13,17:08,7.685249,3.275066057,LAP1,40.82405,-80.70807
3,9,12/23/13,9:32,2.057239,0.886903356,LAP2,40.605104,-80.061551
1,5,12/25/13,13:49,5.490713,1.16690631,LAP1,40.932256,-80.388139
3,6,12/26/13,22:52,3.605958,1.990424682,LAP2,41.088805,-80.651918
3,1,12/24/13,15:10,0.281443,0.146441741,LAP1,40.759591,-80.892775
1,1,12/4/13,7:33,3.847064,0.934922367,LAP1,40.759591,-80.892775
1,2,12/16/13,22:44,10.002001,3.788036086,LAP1,40.476938,-80.381297
1,6,12/2/13,17:02,7.660092,2.546104121,LAP2,41.088805,-80.651918
1,7,12/31/13,4:24,5.176376,2.153093084,LAP2,41.197179,-80.218578
1,7,12/11/13,19:08,5.548735,3.100879654,LAP2,41.197179,-80.218578
1,10,12/29/13,4:42,3.048256,2.278604614,LAP2,40.940856,-80.902297
1,13,12/25/13,4:33,5.099593,2.43472628,LAP2,40.697587,-80.44851
3,1,12/15/13,21:08,1.499218,1.104329648,LAP1,40.759591,-80.892775
3,12,12/7/13,17:01,5.05488,2.206364646,LAP2,40.666304,-80.69382
1,8,12/16/13,17:13,5.789425,1.305323765,LAP2,41.122195,-80.597651
1,13,12/2/13,23:54,5.16135,1.91938252,LAP2,40.697587,-80.44851
1,6,12/21/13,17:28,2.754548,2.391355117,LAP2,41.088805,-80.651918
1,2,12/12/13,7:17,4.466234,1.956715794,LAP1,40.476938,-80.381297
2,14,12/4/13,15:54,4.315265,2.809335329,LAP2,41.141569,-80.833456
3,11,12/7/13,4:12,7.64978,1.729485242,LAP2,40.782878,-80.527821
2,7,12/11/13,16:34,3.809018,1.949886652,LAP2,41.197179,-80.218578
3,14,12/20/13,4:48,17.647082,5.303370071,LAP2,41.141569,-80.833456
3,11,12/13/13,4:16,9.379754,3.208176445,LAP2,40.782878,-80.527821
2,13,12/27/13,1:16,7.689976,2.874915362,LAP2,40.697587,-80.44851
1,8,12/27/13,5:46,11.226189,4.150660999,LAP2,41.122195,-80.597651
2,5,12/14/13,19:20,3.392629,1.494356409,LAP1,40.932256,-80.388139
3,3,12/14/13,2:19,4.663762,1.895402577,LAP1,40.82405,-80.70807
3,11,12/19/13,7:45,10.104289,3.721030062,LAP2,40.782878,-80.527821
1,7,12/6/13,9:37,2.933375,0.939682794,LAP2,41.197179,-80.218578
2,13,12/10/13,16:11,5.985986,1.72391575,LAP2,40.697587,-80.44851
2,2,12/10/13,1:08,12.74669,2.601096673,LAP1,40.476938,-80.381297
2,9,12/14/13,3:00,3.27561,0.846690355,LAP2,40.605104,-80.061551
1,10,12/5/13,5:01,2.977748,1.417011045,LAP2,40.940856,-80.902297
1,4,12/30/13,2:50,9.244042,1.927341721,LAP1,41.237692,-80.129426
1,2,12/13/13,23:07,0.604194,0.978437699,LAP1,40.476938,-80.381297
3,10,12/21/13,10:36,7.018804,2.664373907,LAP2,40.940856,-80.902297
3,5,12/4/13,4:46,0.466735,0.202791447,LAP1,40.932256,-80.388139
3,13,12/26/13,20:30,7.148871,2.185987271,LAP2,40.697587,-80.44851
2,5,12/7/13,12:21,8.899702,2.45030977,LAP1,40.932256,-80.388139
3,9,12/24/13,18:50,1.410205,0.329377843,LAP2,40.605104,-80.061551
2,7,12/22/13,8:52,10.415819,2.274328543,LAP2,41.197179,-80.218578
2,13,12/8/13,6:03,4.490612,2.723365362,LAP2,40.697587,-80.44851
2,1,12/24/13,23:50,12.33728,3.354138216,LAP1,40.759591,-80.892775
3,5,12/20/13,20:23,0.747119,2.047578426,LAP1,40.932256,-80.388139
2,12,12/19/13,8:44,9.826453,1.99015992,LAP2,40.666304,-80.69382
1,7,12/10/13,2:49,0.923446,1.060530808,LAP2,41.197179,-80.218578
2,13,12/23/13,11:12,6.678843,3.042081773,LAP2,40.697587,-80.44851
2,7,12/3/13,16:57,4.30067,2.814752388,LAP2,41.197179,-80.218578
2,9,12/7/13,15:16,6.796378,2.855620768,LAP2,40.605104,-80.061551
2,14,12/21/13,4:25,4.571167,2.271817395,LAP2,41.141569,-80.833456
3,3,12/21/13,4:41,8.472109,2.255109526,LAP1,40.82405,-80.70807
3,4,12/17/13,19:13,9.130039,3.504211244,LAP1,41.237692,-80.129426
3,10,12/19/13,12:43,0.255036,1.659634865,LAP2,40.940856,-80.902297
3,9,12/25/13,22:53,3.474249,1.564763035,LAP2,40.605104,-80.061551
2,6,12/17/13,3:38,3.47665,1.922718795,LAP2,41.088805,-80.651918
1,13,12/26/13,1:29,7.787732,2.485580669,LAP2,40.697587,-80.44851
1,3,12/18/13,22:35,2.410173,1.45305378,LAP1,40.82405,-80.70807
3,10,12/3/13,2:16,8.078564,2.687042746,LAP2,40.940856,-80.902297
1,14,12/14/13,3:42,1.039528,2.056765013,LAP2,41.141569,-80.833456
2,5,12/26/13,7:40,7.396456,2.625963339,LAP1,40.932256,-80.388139
3,1,12/5/13,20:39,13.693716,4.372832478,LAP1,40.759591,-80.892775
2,2,12/24/13,15:14,6.760887,1.59283696,LAP1,40.476938,-80.381297
2,9,12/16/13,7:08,0.351383,1.39593686,LAP2,40.605104,-80.061551
2,9,12/2/13,19:57,0.42893,1.331977665,LAP2,40.605104,-80.061551
2,6,12/6/13,20:26,4.643037,2.175082324,LAP2,41.088805,-80.651918
1,5,12/3/13,11:55,4.257021,1.125988723,LAP1,40.932256,-80.388139
2,6,12/10/13,21:47,12.660827,3.564948352,LAP2,41.088805,-80.651918
2,2,12/28/13,11:22,11.047188,2.706761871,LAP1,40.476938,-80.381297
3,9,12/21/13,9:00,1.287209,0.93687146,LAP2,40.605104,-80.061551
2,9,12/19/13,4:44,0.011682,1.210190004,LAP2,40.605104,-80.061551
2,10,12/15/13,6:05,12.649693,3.216672321,LAP2,40.940856,-80.902297
3,9,12/15/13,7:01,5.90166,3.021613197,LAP2,40.605104,-80.061551
2,12,12/14/13,4:27,3.812241,2.094542023,LAP2,40.666304,-80.69382
1,9,12/11/13,18:01,2.297816,1.202428872,LAP2,40.605104,-80.061551
1,11,12/19/13,23:57,8.531375,2.091919052,LAP2,40.782878,-80.527821
2,10,12/15/13,23:59,1.531599,2.274477828,LAP2,40.940856,-80.902297
3,8,12/10/13,7:23,12.279874,2.532442904,LAP2,41.122195,-80.597651
1,2,12/9/13,9:28,1.946247,2.376723397,LAP1,40.476938,-80.381297
3,14,12/11/13,7:26,1.058692,1.962199874,LAP2,41.141569,-80.833456
3,14,12/8/13,13:25,2.455935,1.645486533,LAP2,41.141569,-80.833456
2,10,12/24/13,14:33,3.463647,2.033061479,LAP2,40.940856,-80.902297
3,2,12/9/13,6:18,0.276263,0.89792086,LAP1,40.476938,-80.381297
3,7,12/17/13,11:14,5.663948,1.338499563,LAP2,41.197179,-80.218578
3,9,12/17/13,10:25,3.763989,1.309279546,LAP2,40.605104,-80.061551
3,5,12/9/13,8:55,5.839512,2.356870182,LAP1,40.932256,-80.388139
1,11,12/2/13,17:23,2.213614,1.892077521,LAP2,40.782878,-80.527821
1,6,12/3/13,10:54,4.547852,1.038086252,LAP2,41.088805,-80.651918
2,5,12/16/13,5:24,3.264932,1.966188914,LAP1,40.932256,-80.388139
2,13,12/27/13,19:14,3.236387,2.12885876,LAP2,40.697587,-80.44851
3,7,12/28/13,16:09,1.604373,1.626490322,LAP2,41.197179,-80.218578
2,3,12/2/13,13:46,4.636966,1.464765561,LAP1,40.82405,-80.70807
3,1,12/31/13,9:22,0.265307,0.491371141,LAP1,40.759591,-80.892775
1,9,12/2/13,23:52,12.071833,3.180358518,LAP2,40.605104,-80.061551
3,3,12/15/13,17:06,8.294769,2.62640921,LAP1,40.82405,-80.70807
3,2,12/25/13,15:30,1.417376,2.018632876,LAP1,40.476938,-80.381297
3,2,12/10/13,7:06,0.503014,1.8494618,LAP1,40.476938,-80.381297
2,4,12/5/13,3:53,2.229668,1.966921528,LAP1,41.237692,-80.129426
3,9,12/10/13,6:48,3.916224,1.444495445,LAP2,40.605104,-80.061551
1,5,12/4/13,16:21,8.121981,2.249573458,LAP1,40.932256,-80.388139
